"year","reporterCode","flowCode","partnerCode","netWgt_kg","fobValue_usd","primaryValue_usd","qty"
"2015","156","X","242","303939.985","1772962","1772962","55.188"
"2015","156","X","203","35204.994","299631","299631","11.464"
"2015","156","X","262","1271692.224","6267764","6267764","172.531"
"2015","156","X","192","9491377.175","66962187","66962187","2329.89"
"2015","156","X","246","100458.383","855005","855005","32.713"
"2015","156","X","180","956420.789","4866336","4866336","137.852"
"2015","156","X","208","33478.295","284935","284935","10.902"
"2015","156","X","214","14719.334","85129","85129","4.215"
"2015","156","X","222","4859.572","41360","41360","1.582"
"2015","156","X","191","38699.985","329377","329377","12.602"
"2015","156","X","178","1797327.788","8878706","8878706","241.628"
"2015","156","X","40","1886.139","16053","16053","0.614"
"2015","156","X","72","32355.322","218834","218834","8.972"
"2015","156","X","196","1480.565","13153","13153","1.249"
"2015","156","X","266","542658.997","2662579","2662579","71.478"
"2015","156","X","31","94199.133","519660","519660","15.499"
"2015","156","X","204","506450.992","3269562","3269562","111.017"
"2015","156","X","112","65263.295","567667","567667","38.223"
"2015","156","X","8","22206.364","190231","190231","8.943"
"2015","156","X","233","32758.523","278809","278809","10.667"
"2015","156","X","324","342090.841","2148681","2148681","105.315"
"2015","156","X","226","154064.583","934486","934486","35.445"
"2015","156","X","328","21917.076","186845","186845","7.565"
"2015","156","X","332","8842.408","43300","43300","1.16"
"2015","156","X","4","4079.409","34720","34720","1.328"
"2015","156","X","52","503.346","4284","4284","0.164"
"2015","156","X","90","13171.716","64500","64500","1.728"
"2015","156","X","108","15224.666","74553","74553","1.997"
"2015","156","X","148","50565.911","247614","247614","6.634"
"2015","156","X","184","20731.59","187223","187223","21.73"
"2015","156","X","232","232189.781","1137000","1137000","30.463"
"2015","156","X","258","9025.692","76818","76818","2.939"
"2015","156","X","270","2679.888","26555","26555","6.08"
"2015","156","X","188","13146.599","80067","80067","8.004"
"2015","156","X","56","180930.022","1477312","1477312","56.16"
"2015","156","X","68","248659.493","1393094","1393094","129.425"
"2015","156","X","144","505169.876","5663540","5663540","2212.79"
"2015","156","X","116","446112.171","3233160","3233160","140.331"
"2015","156","X","76","156731.365","1362284","1362284","90.428"
"2015","156","M","156","194.78",,"1594","0"
"2015","156","M","156","18679.251",,"167558","0"
"2015","156","M","0","194.78",,"1594","0"
"2015","156","M","0","41550830.156",,"302610139","0"
"2015","156","M","0","4374851.194",,"39299647","1335.55"
"2015","156","M","0","5624916.623",,"39602667","742.384"
"2015","156","M","0","2408702.878",,"22061442","661.049"
"2015","156","M","0","938306.149",,"7121091","199.891"
"2015","156","M","0","804162.02",,"7164760","246.53"
"2015","156","M","0","5209.14",,"44480","14.088"
"2015","156","M","0","6674694.422",,"48292418","1200.338"
"2015","156","M","0","1117321.269",,"10348735","321.913"
"2015","156","M","0","450233.279",,"2911597","54.787"
"2015","156","M","0","1937.949",,"17400","0.604"
"2015","156","M","0","18500293.579",,"119908180","2271.589"
"2015","156","M","0","2668.578",,"23960","0.832"
"2015","156","M","0","58571.173",,"525885","18.262"
"2015","156","M","0","747.892",,"6715","0.233"
"2015","156","M","0","99465.132",,"893054","31.012"
"2015","156","M","0","326192.603",,"2928741","101.703"
"2015","156","M","0","112033.735",,"1005902","34.931"
"2015","156","M","0","37235.355",,"334320","11.61"
"2015","156","M","0","13092.406",,"117551","4.082"
"2015","156","M","156","4232.303",,"38000","1.32"
"2015","156","M","156","14252.169",,"127964","4.444"
"2015","156","M","76","747.892",,"6715","0.233"
"2015","156","M","124","118872.13",,"1384096","10.609"
"2015","156","M","246","99465.132",,"893054","31.012"
"2015","156","M","484","326192.603",,"2928741","101.703"
"2015","156","M","643","97781.566",,"877938","30.487"
"2015","156","M","699","1937.949",,"17400","0.604"
"2015","156","M","699","58571.173",,"525885","18.262"
"2015","156","M","724","450233.279",,"2911597","54.787"
"2015","156","M","752","18500293.579",,"119908180","2271.589"
"2015","156","M","764","2668.578",,"23960","0.832"
"2015","156","M","792","37235.355",,"334320","11.61"
"2015","156","M","804","13092.406",,"117551","4.082"
"2015","156","M","410","5209.14",,"44480","14.088"
"2015","156","M","56","41622.962",,"269170","5.065"
"2015","156","M","251","1990115.345",,"17868377","620.493"
"2015","156","M","724","11999.945",,"77602","1.46"
"2015","156","M","752","636369.892",,"4115317","77.437"
"2015","156","M","792","17515.138",,"113268","2.131"
"2015","156","M","392","775778.591",,"5661827","149.217"
"2015","156","M","276","3925508.772",,"25385728","477.675"
"2015","156","M","842","51562.369",,"462956","16.077"
"2015","156","M","842","998449.139",,"8964639","311.304"
"2015","156","M","842","162527.558",,"1459264","50.674"
"2015","156","M","276","22080.566",,"142792","2.687"
"2015","156","M","826","782081.454",,"7021968","243.843"
"2015","156","M","392","4125.159",,"37038","1.286"
"2015","156","M","842","4370726.035",,"39262609","1334.264"
"2015","156","M","124","41655.128",,"488350","3.439"
"2015","156","M","276","1285552.527",,"11542415","400.819"
"2015","156","M","724","134177.109",,"867705","16.327"
"2015","156","M","826","304316.832",,"2732328","94.882"
"2015","156","M","380","638768.979",,"6392644","144.262"
"2015","156","M","40","234609.303",,"1841389","26.135"
"2015","156","M","124","34255.98",,"401605","2.828"
"2015","156","M","251","36884.074",,"331166","11.5"
"2015","156","M","380","74095.216",,"856920","7.098"
"2015","156","M","724","12052.675",,"77943","1.467"
"2015","156","M","752","2860207.583",,"18496571","348.044"
"2015","156","M","276","2372811.792",,"17597073","345.312"
"2015","156","M","40","234609.303",,"1841389","26.135"
"2015","156","M","56","41622.962",,"269170","5.065"
"2015","156","M","76","747.892",,"6715","0.233"
"2015","156","M","246","99465.132",,"893054","31.012"
"2015","156","M","484","326192.603",,"2928741","101.703"
"2015","156","M","643","97781.566",,"877938","30.487"
"2015","156","M","752","21996871.053",,"142520068","2697.069"
"2015","156","M","792","54750.493",,"447588","13.741"
"2015","156","M","804","13092.406",,"117551","4.082"
"2015","156","M","124","194783.238",,"2274051","16.876"
"2015","156","M","724","608463.008",,"3934847","74.041"
"2015","156","M","764","2668.578",,"23960","0.832"
"2015","156","M","699","60509.123",,"543285","18.866"
"2015","156","M","826","1086398.286",,"9754296","338.725"
"2015","156","M","251","2026999.419",,"18199543","631.993"
"2015","156","M","410","5209.14",,"44480","14.088"
"2015","156","M","276","7605953.657",,"54668008","1226.493"
"2015","156","M","380","712864.195",,"7249564","151.36"
"2015","156","M","392","779903.75",,"5698865","150.503"
"2015","156","M","842","5583265.101",,"50149468","1712.319"
"2015","643","M","203","141426",,"1223141","17"
"2015","643","M","826","101595",,"742574","13"
"2015","643","M","40","63080",,"557307","7"
"2015","643","M","191","719",,"8061","5"
"2015","643","M","76","368492",,"2660320","44"
"2015","643","M","398","480",,"2780","480"
"2015","643","M","56","1609401",,"13654928","193"
"2015","643","M","124","153779",,"1796947","21"
"2015","643","M","643","612470",,"758173","51"
"2015","643","M","246","223575",,"1836407","34"
"2015","643","M","752","13683231",,"92855888","1598"
"2015","643","M","348","49464",,"291693","190"
"2015","643","M","528","7456798",,"58373227","942"
"2015","643","M","804","4826012",,"15708608","775"
"2015","643","M","724","518553",,"4476212","74"
"2015","643","M","699","327351",,"1610237","120"
"2015","643","M","792","112361",,"730977","27"
"2015","643","M","251","3406284",,"27768792","359"
"2015","643","M","410","422648",,"4529317","140"
"2015","643","M","616","1545998",,"10311338","256"
"2015","643","M","392","2173352",,"4485555","2709"
"2015","643","M","112","38708210",,"145162635","27011"
"2015","643","M","842","2956126",,"31265866","223"
"2015","643","M","0","94809631",,"506325876","59037"
"2015","643","M","380","368572",,"3877730","110"
"2015","643","M","276","8030487",,"59736305","899"
"2015","643","M","156","6949167",,"21900858","22739"
"2015","380","X","620","3692734.359","32866190.638","32866190.638","1404"
"2015","380","X","504","3778013","24835037.639","24835037.639","1294"
"2015","380","X","512","1467445","9604217.583","9604217.583","146"
"2015","380","X","528","2757295","20953954.074","20953954.074","1230"
"2015","380","X","540","65050","426650.919","426650.919","13"
"2015","380","X","554","1623881","13924435.713","13924435.713","522"
"2015","380","X","558","21449","215949.774","215949.774","13"
"2015","380","X","566","2072389","1427580.566","1427580.566","296"
"2015","380","X","579","1689112","19433369.13","19433369.13","448"
"2015","380","X","586","92360","64964.394","64964.394","19"
"2015","380","X","598","152750","1772739.729","1772739.729","12"
"2015","380","X","600","269581","2191751.038","2191751.038","57"
"2015","380","X","604","1055740","8632557.219","8632557.219","277"
"2015","380","X","608","672030","4716754","4716754","185"
"2015","380","X","616","11484160","89882236.155","89882236.155","3071"
"2015","380","X","634","90823","235992.111","235992.111","29"
"2015","380","X","642","4543003","34844438.306","34844438.306","1213"
"2015","380","X","643","223341","2954861.808","2954861.808","55"
"2015","380","X","682","5337194","11346106.236","11346106.236","960"
"2015","380","X","686","1061499","1469427.714","1469427.714","159"
"2015","380","X","688","853763","6423989.507","6423989.507","270"
"2015","380","X","699","65560","1106338.969","1106338.969","88"
"2015","380","X","703","680198","5923478.681","5923478.681","193"
"2015","380","X","705","2918478","23454276.84","23454276.84","1109"
"2015","380","X","706","513370","753961.417","753961.417","120"
"2015","380","X","710","4194655","33458493.17","33458493.17","1231"
"2015","380","X","724","13223608","113172003.112","113172003.112","4670"
"2015","380","X","729","329101","2073437.959","2073437.959","77"
"2015","380","X","752","873692","11705314.21","11705314.21","706"
"2015","380","X","757","4277320","54228243.085","54228243.085","1339"
"2015","380","X","760","309195","1069789.223","1069789.223","41"
"2015","380","X","768","697725","458839.925","458839.925","102"
"2015","380","X","784","4098952","10962446.411","10962446.411","557"
"2015","380","X","788","2571785","16027679.456","16027679.456","838"
"2015","380","X","792","11157775","92444572.555","92444572.555","3330"
"2015","380","X","800","66415","478642.83","478642.83","20"
"2015","380","X","804","191382","918198.615","918198.615","69"
"2015","380","X","807","269822","1103442.524","1103442.524","101"
"2015","380","X","818","3453149","10440392.374","10440392.374","619"
"2015","380","X","826","6681401","57061504.077","57061504.077","2406"
"2015","380","X","834","82892","480223.516","480223.516","28"
"2015","380","X","842","13910702","125745207.8","125745207.8","4219"
"2015","380","X","854","551158","513637.386","513637.386","95"
"2015","380","X","858","291740","1288438.133","1288438.133","58"
"2015","380","X","860","99811","1393048.244","1393048.244","57"
"2015","380","X","887","78505","207516.496","207516.496","14"
"2015","380","X","508","33938","306409.093","306409.093","10"
"2015","380","X","795","51039","344667","344667","7"
"2015","380","X","562","82470","719046.671","719046.671","8"
"2015","380","X","591","9302","132461.654","132461.654","6"
"2015","380","X","704","17944","143274.828","143274.828","6"
"2015","380","X","764","39780","516579.279","516579.279","5"
"2015","380","X","894","9905","34362.725","34362.725","3"
"2015","380","X","740","9000","66842.151","66842.151","2"
"2015","380","X","516","16000","23277.975","23277.975","1"
"2015","380","X","624","7000","1247.034","1247.034","1"
"2015","380","X","762","2700","39572.558","39572.558","1"
"2015","380","X","780","276","5324.005","5324.005","1"
"2015","380","X","140","390","5604.45","5604.45","1"
"2015","380","X","239","2875","30430.964","30430.964","1"
"2015","380","X","316","7875","5542.375","5542.375","1"
"2015","380","X","454","1000","13855.938","13855.938","1"
"2015","380","X","480","166","2006.34","2006.34","1"
"2015","380","X","496","187","2030.726","2030.726","1"
"2015","380","X","174","142","4635.642","4635.642","2"
"2015","380","X","0","226564072.359","1797378976.2","1797378976.2","70566"
"2015","380","X","8","1103787","2509750.346","2509750.346","301"
"2015","380","X","12","2413095","17701658.495","17701658.495","606"
"2015","380","X","24","83564","688347.456","688347.456","18"
"2015","380","X","31","156260","1161854.722","1161854.722","35"
"2015","380","X","36","4583274","38293504.825","38293504.825","1357"
"2015","380","X","40","8352970","80037111.483","80037111.483","2309"
"2015","380","X","56","2986230","34094285.609","34094285.609","3163"
"2015","380","X","68","305612","1500666.757","1500666.757","114"
"2015","380","X","70","213832","615894.205","615894.205","61"
"2015","380","X","76","303392","2425501.812","2425501.812","203"
"2015","380","X","100","3144288","27294472.088","27294472.088","795"
"2015","380","X","104","243228","1707803.046","1707803.046","67"
"2015","380","X","116","45949","176973.576","176973.576","20"
"2015","380","X","120","302535","1551297.461","1551297.461","42"
"2015","380","X","124","1141947","15594654.805","15594654.805","519"
"2015","380","X","148","562830","6460726.585","6460726.585","54"
"2015","380","X","152","2121625","17449856.206","17449856.206","744"
"2015","380","X","156","1871435","18116719.2","18116719.2","809"
"2015","380","X","170","196480","1602824.921","1602824.921","72"
"2015","380","X","178","193226","649815.757","649815.757","22"
"2015","380","X","180","75828","721639.395","721639.395","9"
"2015","380","X","188","737925","6077397.086","6077397.086","208"
"2015","380","X","191","722702","4845926.808","4845926.808","210"
"2015","380","X","192","123759","1615532.479","1615532.479","234"
"2015","380","X","196","57100","626390.355","626390.355","21"
"2015","380","X","203","2268558","22097016.82","22097016.82","583"
"2015","380","X","204","486103","557613.915","557613.915","69"
"2015","380","X","208","1104535","11732576.044","11732576.044","504"
"2015","380","X","214","89054","663476.603","663476.603","28"
"2015","380","X","218","131832","974447.071","974447.071","172"
"2015","380","X","231","1005820","6317068.225","6317068.225","203"
"2015","380","X","233","83693","855270.49","855270.49","29"
"2015","380","X","234","1392","24335.46","24335.46","13"
"2015","380","X","246","551917","5344157.501","5344157.501","172"
"2015","380","X","251","27619195","259674184.545","259674184.545","8644"
"2015","380","X","266","119800","798242.776","798242.776","38"
"2015","380","X","268","112059","1032162.039","1032162.039","37"
"2015","380","X","270","93459","361687.633","361687.633","20"
"2015","380","X","276","20335688","171146088.053","171146088.053","7251"
"2015","380","X","288","516565","1161039.993","1161039.993","121"
"2015","380","X","300","2747526","22543156.946","22543156.946","936"
"2015","380","X","320","67052","1087790.857","1087790.857","63"
"2015","380","X","324","140692","239687.766","239687.766","17"
"2015","380","X","348","3366343","31826893.346","31826893.346","907"
"2015","380","X","352","71330","735542.996","735542.996","16"
"2015","380","X","360","127158","1024367.242","1024367.242","54"
"2015","380","X","364","606917","5941826.159","5941826.159","434"
"2015","380","X","368","1483424","5301628.64","5301628.64","268"
"2015","380","X","372","1330783","11382429.853","11382429.853","320"
"2015","380","X","376","1366553","11538219.363","11538219.363","475"
"2015","380","X","384","500460","1032168.689","1032168.689","70"
"2015","380","X","392","1379773","32179646.671","32179646.671","335"
"2015","380","X","398","77808","416782.166","416782.166","12"
"2015","380","X","400","4642360","6940891.352","6940891.352","584"
"2015","380","X","404","549265","3679179.278","3679179.278","123"
"2015","380","X","410","171745","1866888.053","1866888.053","85"
"2015","380","X","414","147382","233806.198","233806.198","22"
"2015","380","X","422","149332","332054.771","332054.771","72"
"2015","380","X","428","229649","2252298.159","2252298.159","67"
"2015","380","X","434","1838620","1579191.126","1579191.126","253"
"2015","380","X","440","589064","5655124.643","5655124.643","162"
"2015","380","X","442","91251","934982.035","934982.035","40"
"2015","380","X","450","14032","122466.535","122466.535","11"
"2015","380","X","458","683165","4439235.09","4439235.09","244"
"2015","380","X","470","52669","211765.281","211765.281","12"
"2015","380","X","478","17965","115974.197","115974.197","261"
"2015","380","X","484","1911719","14704727.845","14704727.845","749"
"2015","380","X","490","329750","2828013.471","2828013.471","161"
"2015","380","X","498","232839","1459072.341","1459072.341","67"
"2015","380","X","344","26552","875874.823","875874.823","10"
"2015","380","X","466","57395","100965.445","100965.445","8"
"2015","380","X","51","3419","47070.282","47070.282","5"
"2015","380","X","262","41200","56809.344","56809.344","5"
"2015","380","X","340","2875","51989.694","51989.694","5"
"2015","380","X","242","350","13867.022","13867.022","4"
"2015","380","X","258","8140","102567.192","102567.192","4"
"2015","380","X","32","12880","135638.543","135638.543","3"
"2015","380","X","48","21000","28266.113","28266.113","3"
"2015","380","X","144","27100","10641.36","10641.36","3"
"2016","276","X","275","50493","560023.808","560023.808","5"
"2016","276","X","178","29480","64421.572","64421.572","3"
"2016","276","X","222","16550","140627.2","140627.2","3"
"2016","276","X","178","29480","64421.572","64421.572","3"
"2016","276","X","222","16550","140627.2","140627.2","3"
"2016","276","X","208","9599627.429","112559757.923","112559757.923","1318"
"2016","276","X","288","1109316","2994601.347","2994601.347","205"
"2016","276","X","188","244283","1995495.823","1995495.823","39"
"2016","276","X","192","45458","407823.971","407823.971","7"
"2016","276","X","180","289201","2379614.426","2379614.426","31"
"2016","276","X","204","436147","258453.369","258453.369","57"
"2016","276","X","266","632864","5862440.522","5862440.522","84"
"2016","276","X","270","102244","66092.991","66092.991","15"
"2016","276","X","304","10828","183505.179","183505.179","32"
"2016","276","X","231","1256676","11197663.533","11197663.533","160"
"2016","276","X","152","6077181","63118445.212","63118445.212","762"
"2016","276","X","268","1028539","3269720.2","3269720.2","123"
"2016","276","X","196","66300","481152.766","481152.766","8"
"2016","276","X","233","2702030","32665118.508","32665118.508","397"
"2016","276","X","300","3835489","19017440.611","19017440.611","549"
"2016","276","X","191","6232836","45241170.123","45241170.123","882"
"2016","276","X","246","3273690","41873280.081","41873280.081","745"
"2016","276","X","203","19066793","209419666.64","209419666.64","2807"
"2016","276","X","156","2343189","22157905.901","22157905.901","291"
"2016","276","X","275","50493","560023.808","560023.808","5"
"2016","276","X","203","14267747","159801715.956","159801715.956","2169"
"2016","276","X","208","8446769.429","99494045.91","99494045.91","1169"
"2016","276","X","246","2169227","27594453.418","27594453.418","606"
"2016","276","X","191","4781993","38058061.919","38058061.919","697"
"2016","276","X","300","2481742","13296534.947","13296534.947","375"
"2016","276","X","233","1305238","17108938.262","17108938.262","199"
"2016","276","X","196","58480","464549.268","464549.268","7"
"2016","276","X","268","570387","2036738.911","2036738.911","65"
"2016","276","X","251","90010658","1082980269.841","1082980269.841","13402"
"2016","276","X","156","2343038","22154939.409","22154939.409","289"
"2016","276","X","152","6077181","63118445.212","63118445.212","762"
"2016","276","X","180","289201","2379614.426","2379614.426","31"
"2016","276","X","188","244283","1995495.823","1995495.823","39"
"2016","276","X","192","45458","407823.971","407823.971","7"
"2016","276","X","204","436147","258453.369","258453.369","57"
"2016","276","X","231","1256676","11197663.533","11197663.533","160"
"2016","276","X","233","754891","9219397.713","9219397.713","100"
"2016","276","X","246","997264","13426879.047","13426879.047","125"
"2016","276","X","251","60373","709893.622","709893.622","7"
"2016","276","X","266","632864","5862440.522","5862440.522","84"
"2016","276","X","268","235293","644619.737","644619.737","30"
"2016","276","X","270","102244","66092.991","66092.991","15"
"2016","276","X","275","50493","560023.808","560023.808","5"
"2016","276","X","288","1096686","2991944.787","2991944.787","204"
"2016","276","X","300","94859","976755.002","976755.002","12"
"2016","276","X","304","10828","183505.179","183505.179","32"
"2016","276","X","178","29480","64421.572","64421.572","3"
"2016","276","X","222","16550","140627.2","140627.2","3"
"2016","276","X","233","19833","145003.882","145003.882","15"
"2016","276","X","246","4903","35430.758","35430.758","3"
"2016","276","X","208","21499","121246.49","121246.49","7"
"2016","276","X","203","34881","869348.081","869348.081","17"
"2016","276","X","300","59100","561015.591","561015.591","9"
"2016","276","X","191","1443040","7084628.43","7084628.43","183"
"2016","276","X","203","4741756","48604971.276","48604971.276","618"
"2016","276","X","208","1072930","12319644.903","12319644.903","134"
"2016","276","X","233","622068","6191778.651","6191778.651","83"
"2016","276","X","246","102296","816516.858","816516.858","11"
"2016","276","X","251","643921","4760615.797","4760615.797","76"
"2016","276","X","268","222859","588361.552","588361.552","28"
"2016","276","X","300","1199788","4183135.071","4183135.071","153"
"2016","276","X","208","58429","624820.619","624820.619","8"
"2016","276","X","156","5759454","42516263.82","42516263.82","691"
"2016","276","X","156","5759454","42516263.82","42516263.82","691"
"2016","276","X","192","115197","984874.113","984874.113","14"
"2016","276","X","288","28197","256743.209","256743.209","3"
"2016","276","X","192","115197","984874.113","984874.113","14"
"2016","276","X","288","28197","256743.209","256743.209","3"
"2016","276","X","214","12859","97576.543","97576.543","2"
"2016","276","X","156","151","2966.492","2966.492","2"
"2016","276","X","214","12859","97576.543","97576.543","2"
"2016","276","X","156","151","2966.492","2966.492","2"
"2016","276","X","170","820","12516.824","12516.824","1"
"2016","276","X","191","188","12175.898","12175.898","1"
"2016","276","X","214","5000","16603.498","16603.498","1"
"2016","276","X","234","356","7262.37","7262.37","1"
"2016","276","X","262","7800","8965.889","8965.889","1"
"2016","276","X","191","7615","86303.875","86303.875","1"
"2016","276","X","203","6500","63227.227","63227.227","1"
"2016","276","X","251","16200","312750.128","312750.128","1"
"2016","276","X","196","7820","16603.498","16603.498","1"
"2016","276","X","203","7990","22845.306","22845.306","1"
"2016","276","X","288","12630","2656.56","2656.56","1"
"2016","276","X","203","7919","57558.793","57558.793","1"
"2016","276","X","170","820","12516.824","12516.824","1"
"2016","276","X","214","5000","16603.498","16603.498","1"
"2016","276","X","234","356","7262.37","7262.37","1"
"2016","276","X","262","7800","8965.889","8965.889","1"
"2016","276","X","214","7859","80973.045","80973.045","1"
"2016","276","X","214","7859","80973.045","80973.045","1"
"2016","276","X","196","7820","16603.498","16603.498","1"
"2016","276","X","203","7990","22845.306","22845.306","1"
"2016","276","X","288","12630","2656.56","2656.56","1"
"2016","276","X","191","7615","86303.875","86303.875","1"
"2016","276","X","203","6500","63227.227","63227.227","1"
"2016","276","X","251","16200","312750.128","312750.128","1"
"2016","276","X","170","820","12516.824","12516.824","1"
"2016","276","X","191","188","12175.898","12175.898","1"
"2016","276","X","234","356","7262.37","7262.37","1"
"2016","276","X","262","7800","8965.889","8965.889","1"
"2016","276","X","203","7919","57558.793","57558.793","1"
"2016","276","X","170","820","12516.824","12516.824","1"
"2016","276","X","234","356","7262.37","7262.37","1"
"2016","276","X","262","7800","8965.889","8965.889","1"
"2016","276","X","40","24047610","282375343.433","282375343.433","3644"
"2016","276","X","56","15935644","165502301.153","165502301.153","2205"
"2016","276","X","36","12615458","119055752.503","119055752.503","1873"
"2016","276","X","124","1914231","25446686.917","25446686.917","293"
"2016","276","X","100","18711942","144593103.374","144593103.374","2627"
"2016","276","X","76","70068","857869.529","857869.529","10"
"2016","276","X","70","4222068","21710074.142","21710074.142","572"
"2016","276","X","112","942129","6962384.623","6962384.623","109"
"2016","276","X","12","10517774","102138118.637","102138118.637","1334"
"2016","276","X","32","1339194","12900334.532","12900334.532","170"
"2016","276","X","31","719584","4475643.322","4475643.322","102"
"2016","276","X","51","144529","652478.726","652478.726","19"
"2016","276","X","8","811792","2343212.917","2343212.917","107"
"2016","276","X","44","999371","8932334.304","8932334.304","137"
"2016","276","X","68","382483","1203842.15","1203842.15","48"
"2016","276","X","120","1182039","5761705.993","5761705.993","166"
"2016","276","X","4","3404568","7941653.394","7941653.394","421"
"2016","276","X","72","43280","345352.756","345352.756","12"
"2016","276","X","44","656747","5744461.6","5744461.6","92"
"2016","276","X","68","372793","1170635.154","1170635.154","47"
"2016","276","X","120","1172775","5680714.13","5680714.13","165"
"2016","276","X","4","3404568","7941653.394","7941653.394","421"
"2016","276","X","72","43280","345352.756","345352.756","12"
"2016","276","X","8","811792","2343212.917","2343212.917","107"
"2016","276","X","51","144529","652478.726","652478.726","19"
"2016","276","X","31","719584","4475643.322","4475643.322","102"
"2016","276","X","32","94741","1229372.795","1229372.795","10"
"2016","276","X","12","8589011","82321396.706","82321396.706","1085"
"2016","276","X","112","414873","2473580.262","2473580.262","46"
"2016","276","X","70","3956113","18874175.669","18874175.669","539"
"2016","276","X","76","55687","692254.066","692254.066","8"
"2016","276","X","100","18711942","144593103.374","144593103.374","2627"
"2016","276","X","124","1914231","25446686.917","25446686.917","293"
"2016","276","X","36","8602819","84620540.619","84620540.619","1401"
"2016","276","X","56","15935644","165502301.153","165502301.153","2205"
"2016","276","X","40","24047610","282375343.433","282375343.433","3644"
"2016","276","X","0","783487","8043918.766","8043918.766","77"
"2016","276","X","0","62810437","564875289.475","564875289.475","7703"
"2016","276","X","12","1882513","19314189.395","19314189.395","244"
"2016","276","X","32","1244453","11670961.737","11670961.737","160"
"2016","276","X","36","4012639","34435211.885","34435211.885","472"
"2016","276","X","44","342624","3187872.704","3187872.704","45"
"2016","276","X","70","265955","2835898.472","2835898.472","33"
"2016","276","X","112","527256","4488804.361","4488804.361","63"
"2016","276","X","70","265955","2835898.472","2835898.472","33"
"2016","276","X","112","527256","4488804.361","4488804.361","63"
"2016","276","X","12","1882513","19314189.395","19314189.395","244"
"2016","276","X","32","1244453","11670961.737","11670961.737","160"
"2016","276","X","36","4012639","34435211.885","34435211.885","472"
"2016","276","X","44","342624","3187872.704","3187872.704","45"
"2016","276","X","0","578997","7032013.052","7032013.052","52"
"2016","276","X","0","204490","1011905.714","1011905.714","25"
"2016","276","X","0","2006359","18434173.013","18434173.013","247"
"2016","276","X","0","60755419","545887399.77","545887399.77","7451"
"2016","276","X","0","93798899","602774670.659","602774670.659","12033"
"2016","276","X","0","447154","6373377.749","6373377.749","43"
"2016","276","X","0","469933","2000827.759","2000827.759","66"
"2016","276","X","0","703509","5953590.404","5953590.404","110"
"2016","276","X","40","1114869","7141925.994","7141925.994","131"
"2016","276","X","56","118710","1242438.641","1242438.641","18"
"2016","276","X","56","493662","2687913.709","2687913.709","61"
"2016","276","X","100","231780","1870394.001","1870394.001","35"
"2016","276","X","100","8356392","59837642.731","59837642.731","1109"
"2016","276","X","4","1250587","3245251.072","3245251.072","151"
"2016","276","X","8","217082","673257.45","673257.45","30"
"2016","276","X","31","84445","154965.98","154965.98","11"
"2016","276","X","70","1742942","10108237.194","10108237.194","225"
"2016","276","X","112","92915","907925.755","907925.755","13"
"2016","276","X","40","23942","247642.278","247642.278","11"
"2016","276","X","4","380002","695302.468","695302.468","46"
"2016","276","X","8","285878","748208.96","748208.96","36"
"2016","276","X","12","8589011","82321396.706","82321396.706","1085"
"2016","276","X","31","126058","316850.085","316850.085","16"
"2016","276","X","44","656747","5744461.6","5744461.6","92"
"2016","276","X","68","372793","1170635.154","1170635.154","47"
"2016","276","X","72","43280","345352.756","345352.756","12"
"2016","276","X","120","1157640","5662893.042","5662893.042","163"
"2016","276","X","0","247646316","2249520245.185","2249520245.185","34227"
"2016","276","X","76","55687","692254.066","692254.066","8"
"2016","276","X","124","1914231","25446686.917","25446686.917","293"
"2016","276","X","36","8602051","84613701.085","84613701.085","1397"
"2016","276","X","32","94741","1229372.795","1229372.795","10"
"2016","276","X","4","1773979","4001099.855","4001099.855","224"
"2016","276","X","51","84598","378687.046","378687.046","11"
"2016","276","X","31","509081","4003827.256","4003827.256","75"
"2016","276","X","8","308832","921746.507","921746.507","41"
"2016","276","X","112","314568","1497303.441","1497303.441","32"
"2016","276","X","70","2166007","8623801.464","8623801.464","308"
"2016","276","X","100","10091150","82795527.299","82795527.299","1478"
"2016","276","X","56","15304242","161343907.507","161343907.507","2119"
"2016","276","X","40","22900749","274974630.893","274974630.893","3501"
"2016","276","X","0","1010131","7072477.99","7072477.99","144"
"2016","276","X","4","1773979","4001099.855","4001099.855","224"
"2016","276","X","51","84598","378687.046","378687.046","11"
"2016","276","X","31","509081","4003827.256","4003827.256","75"
"2016","276","X","8","308832","921746.507","921746.507","41"
"2016","276","X","112","314568","1497303.441","1497303.441","32"
"2016","276","X","70","2166007","8623801.464","8623801.464","308"
"2016","276","X","100","10091150","82795527.299","82795527.299","1478"
"2016","276","X","56","15304242","161343907.507","161343907.507","2119"
"2016","276","X","40","22900749","274974630.893","274974630.893","3501"
"2016","276","X","4","380002","695302.468","695302.468","46"
"2016","276","X","8","285878","748208.96","748208.96","36"
"2016","276","X","31","126058","316850.085","316850.085","16"
"2016","276","X","72","43280","345352.756","345352.756","12"
"2016","276","X","120","1166904","5743884.905","5743884.905","164"
"2016","276","X","68","382483","1203842.15","1203842.15","48"
"2016","276","X","44","999371","8932334.304","8932334.304","137"
"2016","276","X","32","1339194","12900334.532","12900334.532","170"
"2016","276","X","0","308606225","2796419550.669","2796419550.669","41703"
"2016","276","X","12","10517774","102138118.637","102138118.637","1334"
"2016","276","X","124","1914231","25446686.917","25446686.917","293"
"2016","276","X","36","12614690","119048912.969","119048912.969","1869"
