Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1989","1989","%","24.470000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1990","1990","%","24.480000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1991","1991","%","24.420000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1992","1992","%","23.900000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1993","1993","%","23.410000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1994","1994","%","23.090000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1995","1995","%","22.870000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1996","1996","%","22.820000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1997","1997","%","22.770000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1998","1998","%","22.770000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","1999","1999","%","22.770000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2000","2000","%","22.770000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2001","2001","%","22.850000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2002","2002","%","22.900000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2003","2003","%","22.910000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2004","2004","%","22.930000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2005","2005","%","22.950000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2006","2006","%","22.990000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2007","2007","%","22.950000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2008","2008","%","22.970000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2009","2009","%","22.980000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2010","2010","%","22.780000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2011","2011","%","22.530000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2012","2012","%","22.310000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2013","2013","%","22.160000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2014","2014","%","22.040000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2015","2015","%","21.930000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2016","2016","%","21.690000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2017","2017","%","21.380000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2018","2018","%","21.190000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2019","2019","%","20.920000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2020","2020","%","20.900000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2021","2021","%","20.930000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2022","2022","%","20.860000","E",
"41","'156","China, mainland","6621","Arable land","7208","Share in Agricultural land","2023","2023","%","20.830000","E",
"231","'840","United States of America","6621","Arable land","5110","Area","1961","1961","1000 ha","180630.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1962","1962","1000 ha","177095.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1963","1963","1000 ha","179574.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1964","1964","1000 ha","177966.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1965","1965","1000 ha","177000.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1966","1966","1000 ha","175705.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1967","1967","1000 ha","174487.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1968","1968","1000 ha","181000.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1969","1969","1000 ha","189244.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1970","1970","1000 ha","188735.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1971","1971","1000 ha","188140.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1972","1972","1000 ha","187545.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1973","1973","1000 ha","187050.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1974","1974","1000 ha","186472.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1975","1975","1000 ha","186472.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1976","1976","1000 ha","186472.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1977","1977","1000 ha","186552.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1978","1978","1000 ha","188755.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1979","1979","1000 ha","188755.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1980","1980","1000 ha","188755.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1981","1981","1000 ha","188755.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1982","1982","1000 ha","187765.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1983","1983","1000 ha","187765.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1984","1984","1000 ha","187765.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1985","1985","1000 ha","187765.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1986","1986","1000 ha","187765.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1987","1987","1000 ha","185742.000000","A",
"231","'840","United States of America","6621","Arable land","5110","Area","1988","1988","1000 ha","185742.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1989","1989","1000 ha","185695.600000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1990","1990","1000 ha","185649.200000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1991","1991","1000 ha","185602.800000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1992","1992","1000 ha","183960.400000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1993","1993","1000 ha","182682.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1994","1994","1000 ha","181826.600000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1995","1995","1000 ha","181780.200000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1996","1996","1000 ha","178900.800000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1997","1997","1000 ha","177640.400000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1998","1998","1000 ha","176784.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","1999","1999","1000 ha","175523.600000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2000","2000","1000 ha","175477.200000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2001","2001","1000 ha","175462.800000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2002","2002","1000 ha","172977.000000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2003","2003","1000 ha","170725.875000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2004","2004","1000 ha","168513.512000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2005","2005","1000 ha","166277.199000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2006","2006","1000 ha","164118.220000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2007","2007","1000 ha","161788.654000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2008","2008","1000 ha","160428.347100","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2009","2009","1000 ha","159037.511200","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2010","2010","1000 ha","157663.804300","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2011","2011","1000 ha","156296.691400","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2012","2012","1000 ha","154903.721500","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2013","2013","1000 ha","155417.671400","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2014","2014","1000 ha","155960.342300","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2015","2015","1000 ha","156453.464200","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2016","2016","1000 ha","156915.018100","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2017","2017","1000 ha","157427.836000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2018","2018","1000 ha","156304.948000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2019","2019","1000 ha","155092.830000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2020","2020","1000 ha","153903.595000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2021","2021","1000 ha","152711.560000","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2022","2022","1000 ha","151554.225100","I",
"231","'840","United States of America","6621","Arable land","5110","Area","2023","2023","1000 ha","151563.525100","I",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1961","1961","%","40.360000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1962","1962","%","39.890000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1963","1963","%","40.680000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1964","1964","%","40.540000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1965","1965","%","40.610000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1966","1966","%","40.340000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1967","1967","%","40.080000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1968","1968","%","41.530000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1969","1969","%","43.460000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1970","1970","%","42.960000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1971","1971","%","43.050000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1972","1972","%","43.140000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1973","1973","%","43.250000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1974","1974","%","43.350000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1975","1975","%","43.350000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1976","1976","%","43.350000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1977","1977","%","43.350000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1978","1978","%","44.080000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1979","1979","%","44.080000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1980","1980","%","44.080000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1981","1981","%","44.080000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1982","1982","%","43.520000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1983","1983","%","43.520000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1984","1984","%","43.520000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1985","1985","%","43.520000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1986","1986","%","43.520000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1987","1987","%","43.500000","A",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1988","1988","%","43.500000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1989","1989","%","43.490000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1990","1990","%","43.480000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1991","1991","%","43.470000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1992","1992","%","43.240000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1993","1993","%","43.190000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1994","1994","%","43.170000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1995","1995","%","43.270000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1996","1996","%","42.970000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1997","1997","%","42.820000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1998","1998","%","42.640000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","1999","1999","%","42.410000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2000","2000","%","42.340000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2001","2001","%","42.290000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2002","2002","%","41.880000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2003","2003","%","41.340000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2004","2004","%","40.800000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2005","2005","%","40.270000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2006","2006","%","39.750000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2007","2007","%","39.190000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2008","2008","%","38.670000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2009","2009","%","38.150000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2010","2010","%","37.640000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2011","2011","%","37.130000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2012","2012","%","36.620000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2013","2013","%","36.670000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2014","2014","%","36.720000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2015","2015","%","36.770000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2016","2016","%","36.800000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2017","2017","%","36.850000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2018","2018","%","36.680000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2019","2019","%","36.500000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2020","2020","%","36.310000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2021","2021","%","36.130000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2022","2022","%","35.950000","E",
"231","'840","United States of America","6621","Arable land","7208","Share in Agricultural land","2023","2023","%","35.950000","E",
"79","'276","Germany","6621","Arable land","5110","Area","1961","1961","1000 ha","12220.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1962","1962","1000 ha","12185.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1963","1963","1000 ha","12165.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1964","1964","1000 ha","12161.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1965","1965","1000 ha","12153.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1966","1966","1000 ha","12155.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1967","1967","1000 ha","12049.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1968","1968","1000 ha","12032.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1969","1969","1000 ha","12001.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1970","1970","1000 ha","11952.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1971","1971","1000 ha","11965.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1972","1972","1000 ha","12004.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1973","1973","1000 ha","11990.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1974","1974","1000 ha","12020.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1975","1975","1000 ha","12041.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1976","1976","1000 ha","12087.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1977","1977","1000 ha","12071.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1978","1978","1000 ha","12086.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1979","1979","1000 ha","12057.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1980","1980","1000 ha","12030.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1981","1981","1000 ha","12004.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1982","1982","1000 ha","11975.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1983","1983","1000 ha","11967.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1984","1984","1000 ha","11952.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1985","1985","1000 ha","11957.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1986","1986","1000 ha","11960.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1987","1987","1000 ha","11945.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1988","1988","1000 ha","11948.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1989","1989","1000 ha","11949.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1990","1990","1000 ha","11971.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1991","1991","1000 ha","11559.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1992","1992","1000 ha","11467.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1993","1993","1000 ha","11676.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1994","1994","1000 ha","11805.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1995","1995","1000 ha","11835.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1996","1996","1000 ha","11835.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1997","1997","1000 ha","11832.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1998","1998","1000 ha","11879.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","1999","1999","1000 ha","11822.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2000","2000","1000 ha","11804.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2001","2001","1000 ha","11813.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2002","2002","1000 ha","11791.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2003","2003","1000 ha","11827.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2004","2004","1000 ha","11898.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2005","2005","1000 ha","11904.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2006","2006","1000 ha","11866.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2007","2007","1000 ha","11877.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2008","2008","1000 ha","11932.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2009","2009","1000 ha","11945.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2010","2010","1000 ha","11846.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2011","2011","1000 ha","11875.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2012","2012","1000 ha","11834.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2013","2013","1000 ha","11876.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2014","2014","1000 ha","11869.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2015","2015","1000 ha","11846.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2016","2016","1000 ha","11763.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2017","2017","1000 ha","11772.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2018","2018","1000 ha","11731.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2019","2019","1000 ha","11714.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2020","2020","1000 ha","11664.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2021","2021","1000 ha","11658.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2022","2022","1000 ha","11657.000000","A",
"79","'276","Germany","6621","Arable land","5110","Area","2023","2023","1000 ha","11681.000000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1961","1961","%","63.070000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1962","1962","%","62.830000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1963","1963","%","62.700000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1964","1964","%","62.500000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1965","1965","%","62.210000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1966","1966","%","62.230000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1967","1967","%","62.070000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1968","1968","%","62.390000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1969","1969","%","62.330000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1970","1970","%","62.830000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1971","1971","%","63.130000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1972","1972","%","63.350000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1973","1973","%","63.450000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1974","1974","%","63.860000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1975","1975","%","64.080000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1976","1976","%","64.440000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1977","1977","%","64.520000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1978","1978","%","64.770000","E",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1979","1979","%","64.840000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1980","1980","%","64.960000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1981","1981","%","65.020000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1982","1982","%","65.100000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1983","1983","%","65.290000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1984","1984","%","65.370000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1985","1985","%","65.540000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1986","1986","%","65.690000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1987","1987","%","65.900000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1988","1988","%","66.020000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1989","1989","%","66.180000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1990","1990","%","66.390000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1991","1991","%","67.450000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1992","1992","%","67.650000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1993","1993","%","68.030000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1994","1994","%","68.210000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1995","1995","%","68.240000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1996","1996","%","68.260000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1997","1997","%","68.290000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1998","1998","%","68.380000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","1999","1999","%","68.920000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2000","2000","%","69.160000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2001","2001","%","69.350000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2002","2002","%","69.490000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2003","2003","%","69.570000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2004","2004","%","69.930000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2005","2005","%","69.900000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2006","2006","%","70.020000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2007","2007","%","70.070000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2008","2008","%","70.520000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2009","2009","%","70.740000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2010","2010","%","70.930000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2011","2011","%","71.030000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2012","2012","%","71.020000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2013","2013","%","71.130000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2014","2014","%","70.970000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2015","2015","%","70.800000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2016","2016","%","70.610000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2017","2017","%","70.550000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2018","2018","%","70.480000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2019","2019","%","70.290000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2020","2020","%","70.290000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2021","2021","%","70.270000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2022","2022","%","70.240000","A",
"79","'276","Germany","6621","Arable land","7208","Share in Agricultural land","2023","2023","%","70.430000","A",
"68","'250","France","6621","Arable land","5110","Area","1961","1961","1000 ha","19606.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1962","1962","1000 ha","19530.000000","I",
"68","'250","France","6621","Arable land","5110","Area","1963","1963","1000 ha","19455.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1964","1964","1000 ha","19078.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1965","1965","1000 ha","18796.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1966","1966","1000 ha","18463.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1967","1967","1000 ha","18076.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1968","1968","1000 ha","17579.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1969","1969","1000 ha","17565.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1970","1970","1000 ha","17417.000000","A",
"68","'250","France","6621","Arable land","5110","Area","1971","1971","1000 ha","17056.000000","A",
